api_context,name,method,path,summary,description,tags,roles,path_parameters,request_body,response_body,error_codes,route_pattern,source_file
Polish API (v2_1_1_1),getTransactionsScheduled,POST,/accounts/v2_1_1.1/getTransactionsScheduled,Get list of user scheduled transactions,${mockedDataText(true)},,,S; T; _,,,,N/A,AISApi.scala
Polish API (v2_1_1_1),authorize,POST,/auth/v2_1_1.1/authorize,Requests OAuth2 authorization code,${mockedDataText(true)} Requests OAuth2 authorization code,,,_,,,,N/A,ASApi.scala
Polish API (v2_1_1_1),authorizeExt,POST,/auth/v2_1_1.1/authorizeExt,Requests OAuth2 authorization code based on One-time authorization code issued by External Authoriza,${mockedDataText(true)} Requests OAuth2 authorization code based One-time authorization code issued by External Authorization Tool. Authorization code will be delivered to TPP as callback request from ASPSP if PSU authentication is confirmed by EAT. Callback function must provide similar notification also in case of unsuccessful authentication or its abandonment.,,,_; E,,,,N/A,ASApi.scala
Polish API (v2_1_1_1),token,POST,/auth/v2_1_1.1/token,Requests OAuth2 access token value,${mockedDataText(true)} Requests OAuth2 access token value,,,_,,,,N/A,ASApi.scala
Australian Open Banking (v1_0_0),listScheduledPayments,GET,/banking/accounts/ACCOUNT_ID/payments/scheduled,Get Scheduled Payments for Account,"${mockedDataText(true)} Obtain scheduled, outgoing payments for a specific account",,,ACCOUNT_ID,,,,N/A,ScheduledPaymentsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),listScheduledPaymentsBulk,GET,/banking/payments/scheduled,Get Scheduled Payments Bulk,"${mockedDataText(true)} Obtain scheduled payments for multiple, filtered accounts that are the source of funds for the payments",,,,,,,N/A,ScheduledPaymentsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),listScheduledPaymentsSpecificAccounts,POST,/banking/payments/scheduled,Get Scheduled Payments For Specific Accounts,${mockedDataText(true)} Obtain scheduled payments for a specified list of accounts,,,,,,,N/A,ScheduledPaymentsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),getOutages,GET,/discovery/outages,Get Outages,${mockedDataText(true)} Obtain a list of scheduled outages for the implementation,,,,,,UnknownError,N/A,DiscoveryApi.scala; CommonApi.scala
Australian Open Banking (v1_0_0),getStatus,GET,/discovery/status,Get Status,${mockedDataText(true)} Obtain a health check status for the implementation,,,,,,,N/A,DiscoveryApi.scala; CommonApi.scala
Australian Open Banking (v1_0_0),getCustomer,GET,/common/customer,Get Customer,${mockedDataText(true)} Obtain basic information on the customer that has authorised the current session,,,,,,,N/A,CommonApi.scala; CustomerApi.scala
Australian Open Banking (v1_0_0),getCustomerDetail,GET,/common/customer/detail,Get Customer Detail,${mockedDataText(true)} Obtain detailed information on the authorised customer within the current session.,,,,,,UnknownError,N/A,CommonApi.scala; CustomerApi.scala
Australian Open Banking (v1_0_0),getProductDetail,GET,/banking/products/PRODUCT_ID,Get Product Detail,${mockedDataText(true)} Obtain detailed information on a single product offered openly to the market,,,PRODUCT_ID,,,UnknownError,N/A,ProductsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),listProducts,GET,/banking/products,Get Products,,,,,,,,N/A,ProductsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),getAccountDetail,GET,/banking/accounts/ACCOUNT_ID,Get Account Detail,${mockedDataText(true)} Obtain detailed information on a single account,,,ACCOUNT_ID,,,UnknownError,N/A,AccountsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),getTransactionDetail,GET,/banking/accounts/ACCOUNT_ID/transactions/TRANSACTION_ID,Get Transaction Detail,${mockedDataText(true)} Obtain detailed information on a transaction for a specific account,,,ACCOUNT_ID; TRANSACTION_ID,,,,N/A,AccountsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),getTransactions,GET,/banking/accounts/ACCOUNT_ID/transactions,Get Transactions For Account,"${mockedDataText(true)} Obtain transactions for a specific account. Some general notes that apply to all end points that retrieve transactions: - Where multiple transactions are returned, transactions should be ordered according to effective date in descending order - As the date and time for a transaction can alter depending on status and transaction type two separate date/times are included in the payload. There are still some scenarios where neither of these time stamps is available. For the ",,,ACCOUNT_ID,,,,N/A,AccountsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),listBalancesBulk,GET,/banking/accounts/balances,Get Bulk Balances,"${mockedDataText(true)} Obtain balances for multiple, filtered accounts",,,,,,,N/A,AccountsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),listBalancesSpecificAccounts,POST,/banking/accounts/balances,Get Balances For Specific Accounts,${mockedDataText(true)} Obtain balances for a specified list of accounts,,,,,,,N/A,AccountsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),listDirectDebits,GET,/banking/accounts/ACCOUNT_ID/direct-debits,Get Direct Debits For Account,${mockedDataText(true)} Obtain direct debit authorisations for a specific account,,,ACCOUNT_ID,,,,N/A,DirectDebitsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),listDirectDebitsBulk,GET,/banking/accounts/direct-debits,Get Bulk Direct Debits,"${mockedDataText(true)} Obtain direct debit authorisations for multiple, filtered accounts",,,,,,,N/A,DirectDebitsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),listDirectDebitsSpecificAccounts,POST,/banking/accounts/direct-debits,Get Direct Debits For Specific Accounts,${mockedDataText(true)} Obtain direct debit authorisations for a specified list of accounts,,,,,,,N/A,DirectDebitsApi.scala; BankingApi.scala
Australian Open Banking (v1_0_0),getPayeeDetail,GET,/banking/payees/PAYEE_ID,Get Payee Detail,${mockedDataText(true)} Obtain detailed information on a single payee,,,PAYEE_ID,,,UnknownError,N/A,BankingApi.scala; PayeesApi.scala
Australian Open Banking (v1_0_0),listAccounts,GET,/banking/accounts,Get Accounts,${mockedDataText(false)} Obtain a list of accounts,,,,,,,N/A,BankingApi.scala
Australian Open Banking (v1_0_0),listBalance,GET,/banking/accounts/ACCOUNT_ID/balance,Get Account Balance,${mockedDataText(false)} Obtain the balance for a single specified account,,,ACCOUNT_ID,,,,N/A,BankingApi.scala
Australian Open Banking (v1_0_0),listPayees,GET,/banking/payees,Get Payees,${mockedDataText(true)} Obtain a list of pre-registered payees,,,,,,,N/A,BankingApi.scala; PayeesApi.scala
Bahrain OBF (v1_0_0),domesticFutureDatedPaymentCancellationConsentsConsentIdGet,GET,/domestic-future-dated-payment-cancellation-consents/CONSENT_ID,Get Domestic Future Dated Payment Cancellation Consents by ConsentId,${mockedDataText(true)},,,CONSENT_ID,,,,"""domestic-future-dated-payment-cancellation-consents"" :: consentId :: Nil",DomesticFutureDatedPaymentConsentsApi.scala
Bahrain OBF (v1_0_0),domesticFutureDatedPaymentCancellationConsentsPost,POST,/domestic-future-dated-payment-cancellation-consents,Create Domestic Future Dated Payment Cancellation Consents,${mockedDataText(true)},,,,,,,"case ""domestic-future-dated-payment-cancellation-consents"" :: Nil JsonPost",DomesticFutureDatedPaymentConsentsApi.scala
Bahrain OBF (v1_0_0),domesticFutureDatedPaymentConsentsConsentIdGet,GET,/domestic-future-dated-payment-consents/CONSENT_ID,Get Domestic Future Dated Payment Consents by ConsentId,${mockedDataText(true)},,,CONSENT_ID,,,,"""domestic-future-dated-payment-consents"" :: consentId :: Nil",DomesticFutureDatedPaymentConsentsApi.scala
Bahrain OBF (v1_0_0),domesticFutureDatedPaymentConsentsPost,POST,/domestic-future-dated-payment-consents,Create Domestic Future Dated Payment Consents,${mockedDataText(true)},,,,,,,N/A,DomesticFutureDatedPaymentConsentsApi.scala
Bahrain OBF (v1_0_0),internationalPaymentConsentsConsentIdFundsConfirmationGet,GET,/international-payment-consents/CONSENT_ID/funds-confirmation,Get International Payment Consents Funds Confirmation by ConsentId,${mockedDataText(true)},,,CONSENT_ID,,,,"""international-payment-consents"" :: consentId:: ""funds-confirmation"" :: Nil",InternationalPaymentConsentsApi.scala
Bahrain OBF (v1_0_0),internationalPaymentConsentsConsentIdGet,GET,/international-payment-consents/CONSENT_ID,Get International Payment Consents by ConsentId,${mockedDataText(true)},,,CONSENT_ID,,,,"""international-payment-consents"" :: consentId :: Nil",InternationalPaymentConsentsApi.scala
Bahrain OBF (v1_0_0),internationalPaymentConsentsPost,POST,/international-payment-consents,Create International Payment Consents,${mockedDataText(true)},,,,,,,N/A,InternationalPaymentConsentsApi.scala
Bahrain OBF (v1_0_0),accountsAccountIdPartiesGet,GET,/accounts/ACCOUNT_ID/parties,Get Accounts Parties by AccountId,${mockedDataText(true)},,,ACCOUNT_ID,,,,"""accounts"" :: accountId:: ""parties"" :: Nil",PartiesApi.scala
Bahrain OBF (v1_0_0),accountsAccountIdPartyGet,GET,/accounts/ACCOUNT_ID/party,Get Accounts Party by AccountId,${mockedDataText(true)},,,ACCOUNT_ID,,,,"""accounts"" :: accountId:: ""party"" :: Nil",PartiesApi.scala
Bahrain OBF (v1_0_0),partyGet,GET,/party,Get Party,${mockedDataText(true)},,,,,,,"case ""party"" :: Nil JsonGet",PartiesApi.scala
Bahrain OBF (v1_0_0),accountAccessConsentsConsentIdGet,GET,/account-access-consents/CONSENT_ID,Get Account Access Consents by ConsentId,${mockedDataText(true)},,,CONSENT_ID,,,,"""account-access-consents"" :: consentId :: Nil",AccountAccessConsentsApi.scala
Bahrain OBF (v1_0_0),accountAccessConsentsConsentIdPatch,PATCH,/account-access-consents/CONSENT_ID,Update Account Access Consent Status by ConsentId,${mockedDataText(true)},,,CONSENT_ID,,,,"""account-access-consents"" :: consentId :: Nil",AccountAccessConsentsApi.scala
Bahrain OBF (v1_0_0),accountAccessConsentsPost,POST,/account-access-consents,Create Account Access Consents,${mockedDataText(true)},,,,,,,"case ""account-access-consents"" :: Nil JsonPost",AccountAccessConsentsApi.scala
Bahrain OBF (v1_0_0),eventNotificationsPost,POST,/event-notifications,The ASPSP to send an event-notification resource to a TPP,${mockedDataText(true)},,,,,,,"case ""event-notifications"" :: Nil JsonPost",EventNotificationApi.scala
Bahrain OBF (v1_0_0),accountsAccountIdGet,GET,/accounts/ACCOUNT_ID,Get Account by AccountId,${mockedDataText(true)},,,ACCOUNT_ID,,,UnknownError,"""accounts"" :: accountId :: Nil",AccountsApi.scala
Bahrain OBF (v1_0_0),accountsGet,GET,/accounts,Get Accounts,${mockedDataText(true)},,,,,,,"case ""accounts"" :: Nil JsonGet",AccountsApi.scala
Bahrain OBF (v1_0_0),filePaymentsFilePaymentIdGet,GET,/file-payments/FILE_PAYMENT_ID,Get File Payments by FilePaymentId,${mockedDataText(true)},,,FILE_PAYMENT_ID,,,,"""file-payments"" :: filePaymentId :: Nil",FilePaymentsApi.scala
Bahrain OBF (v1_0_0),filePaymentsFilePaymentIdPaymentDetailsGet,GET,/file-payments/FILE_PAYMENT_ID/payment-details,Get File Payment Details by FilePaymentId,${mockedDataText(true)},,,FILE_PAYMENT_ID,,,,"""file-payments"" :: filePaymentId:: ""payment-details"" :: Nil",FilePaymentsApi.scala
Bahrain OBF (v1_0_0),filePaymentsFilePaymentIdReportFileGet,GET,/file-payments/FILE_PAYMENT_ID/report-file,Get File Payments Report File by FilePaymentId,${mockedDataText(true)},,,FILE_PAYMENT_ID,,,,"""file-payments"" :: filePaymentId:: ""report-file"" :: Nil",FilePaymentsApi.scala
Bahrain OBF (v1_0_0),filePaymentsPost,POST,/file-payments,Create File Payments,${mockedDataText(true)},,,,,,,"case ""file-payments"" :: Nil JsonPost",FilePaymentsApi.scala
Bahrain OBF (v1_0_0),accountsAccountIdTransactionsGet,GET,/accounts/ACCOUNT_ID/transactions,Get Accounts Trabnsactions by AccountId,${mockedDataText(true)},,,ACCOUNT_ID,,,UnknownError,"""accounts"" :: accountId:: ""transactions"" :: Nil",TransactionsApi.scala
Bahrain OBF (v1_0_0),transactionsGet,GET,/transactions,Get Transactions,${mockedDataText(true)},,,,,,,"case ""transactions"" :: Nil JsonGet",TransactionsApi.scala
Bahrain OBF (v1_0_0),accountsAccountIdBalancesGet,GET,/accounts/ACCOUNT_ID/balances,Get Accounts Balances by AccountId,${mockedDataText(true)},,,ACCOUNT_ID,,,,"""accounts"" :: accountId:: ""balances"" :: Nil",BalancesApi.scala
Bahrain OBF (v1_0_0),balancesGet,GET,/balances,Get Balances,${mockedDataText(true)},,,,,,,"case ""balances"" :: Nil JsonGet",BalancesApi.scala
Bahrain OBF (v1_0_0),accountsAccountIdBeneficiariesGet,GET,/accounts/ACCOUNT_ID/beneficiaries,Get Accounts Beneficiaries by AccountId,${mockedDataText(true)},,,ACCOUNT_ID,,,UnknownError,"""accounts"" :: accountId:: ""beneficiaries"" :: Nil",BeneficiariesApi.scala
Bahrain OBF (v1_0_0),beneficiariesGet,GET,/beneficiaries,Get Beneficiaries,${mockedDataText(true)},,,,,,,"case ""beneficiaries"" :: Nil JsonGet",BeneficiariesApi.scala
Bahrain OBF (v1_0_0),accountsAccountIdFutureDatedPaymentsGet,GET,/accounts/ACCOUNT_ID/future-dated-payments,Get Accounts Future Dated Payments by AccountId,${mockedDataText(true)},,,ACCOUNT_ID,,,,"""accounts"" :: accountId:: ""future-dated-payments"" :: Nil",FutureDatedPaymentsApi.scala
Bahrain OBF (v1_0_0),futureDatedPaymentsGet,GET,/future-dated-payments,Get Future Dated Payments,${mockedDataText(true)},,,,,,,"case ""future-dated-payments"" :: Nil JsonGet",FutureDatedPaymentsApi.scala
